logfc,adjpv,entrez,symbol
5.70030909689488,1e-06,6241,RRM2
4.33100346177974,1e-06,4751,NEK2
5.04817150185697,1e-06,10112,KIF20A
4.51523598809266,1e-06,146909,KIF18B
4.14511217401874,1e-06,10403,NDC80
4.78484253976069,1e-06,9787,DLGAP5
3.76574776690986,1e-06,83540,NUF2
4.53707987360784,1e-06,22974,TPX2
5.36931955756625,1e-06,259266,ASPM
3.93869391497398,1e-06,221935,SDK1
5.2428627111331,1e-06,1368,CPM
4.91082263131754,1e-06,8564,KMO
2.82210299942909,1e-06,84722,PSRC1
4.52816696159045,1e-06,57082,KNL1
3.95907865491678,1e-06,171019,ADAMTS19
5.2863142436078,1e-06,54443,ANLN
3.57638416574707,1e-06,7272,TTK
4.5028266287886,1e-06,79605,PGBD5
4.14281935007568,1e-06,55165,CEP55
3.84783224359266,1e-06,29089,UBE2T
2.47758423485242,1e-06,83461,CDCA3
4.0059817788011,1e-06,1033,CDKN3
2.06339596321893,1e-06,23333,DPY19L1
4.66953974996341,1e-06,3161,HMMR
-5.17674322803802,1e-06,84251,SGIP1
4.10265735445542,1e-06,1063,CENPF
3.95114128086866,1e-06,9055,PRC1
2.18263353370755,1e-06,22795,NID2
3.79479670017515,1e-06,9133,CCNB2
1.588616928174,1e-06,5888,RAD51
3.94369706108298,1e-06,128239,IQGAP3
3.67142010871415,1e-06,4288,MKI67
4.11813412581237,1e-06,9232,PTTG1
-4.3791961467517,1e-06,6038,RNASE4
-3.74686237023665,1e-06,2043,EPHA4
3.57563778408189,1e-06,51203,NUSAP1
3.73459581322547,1e-06,144455,E2F7
2.7695944815255,1e-06,55839,CENPN
1.55111583081391,1e-06,4082,MARCKS
-3.76078408856076,1e-06,60468,BACH2
5.37381974307206,1e-06,7153,TOP2A
2.34855066886083,1e-06,4882,NPR2
-3.64712954853371,1e-06,146330,FBXL16
6.03940497114509,1e-06,56547,MMP26
3.2558173222174,1e-06,148229,ATP8B3
4.04841885467776,1e-06,121551,BTBD11
4.22804305777984,1e-06,10439,OLFM1
4.9208287181516,1e-06,11174,ADAMTS6
2.34442095154163,1e-06,29127,RACGAP1
3.94869462586327,1e-06,25975,EGFL6
3.43950611456919,1e-06,699,BUB1
4.20994887537366,1.00646296958503e-06,79801,SHCBP1
3.32764754319641,1.02330096719655e-06,283431,GAS2L3
3.41188850728627,1.03298749743737e-06,891,CCNB1
2.53136888889746,1.04337707979036e-06,4085,MAD2L1
3.31546947486209,1.09002831194777e-06,9928,KIF14
3.97766637595928,1.14966574112626e-06,9493,KIF23
4.05342795723892,1.29283355371058e-06,701,BUB1B
4.04952541941944,1.38502378536695e-06,11065,UBE2C
3.3318441387367,1.4022762411552e-06,6790,AURKA
3.49641617530895,1.52846669310856e-06,8537,BCAS1
3.32256708403614,1.81991054799827e-06,5789,PTPRD
4.07991418302376,1.81991054799827e-06,55872,PBK
-4.88947769402092,1.82736017193033e-06,1295,COL8A1
2.22974727512938,1.98300159446625e-06,150465,TTL
3.7846019436242,1.99637514346541e-06,991,CDC20
1.86606671439467,2.05030642874077e-06,1020,CDK5
1.21241231236355,2.17879502404078e-06,6502,SKP2
1.19060991318262,2.28132790930663e-06,1161,ERCC8
3.53558833376952,2.31621402115427e-06,55635,DEPDC1
-2.00804865648644,2.31621402115427e-06,3983,ABLIM1
3.3771361630976,2.31621402115427e-06,7298,TYMS
5.83796358901015,2.8083440914289e-06,5016,OVGP1
-2.01331502602655,2.86963905448821e-06,57088,PLSCR4
2.38712016267996,2.92914662325851e-06,10460,TACC3
4.80972276514668,3.03725613532576e-06,3832,KIF11
1.60554520290829,3.03725613532576e-06,55239,OGFOD1
-2.24002252144076,3.17738936892062e-06,56172,ANKH
-1.44312645791275,3.85623588682182e-06,23189,KANK1
2.04166613445135,3.97550578001661e-06,79084,WDR77
0.937049872537119,4.21714944465906e-06,9793,CKAP5
-3.15802390504886,4.22230853257586e-06,80310,PDGFD
-2.26126506377261,5.4742393205328e-06,10924,SMPDL3A
2.38377526389366,5.4742393205328e-06,144404,TMEM120B
3.1924735420289,5.4742393205328e-06,983,CDK1
0.882291796886758,5.86137551801252e-06,142,PARP1
3.1558539288752,6.05387331267101e-06,64151,NCAPG
0.907423925415133,6.35300577307548e-06,6253,RTN2
1.33106740213839,6.35300577307548e-06,10592,SMC2
1.43244099073862,6.56001572929581e-06,6584,SLC22A5
3.97849651947665,6.56001572929581e-06,9833,MELK
0.812448782368207,6.89497421430372e-06,31,ACACA
3.62238257363768,7.00875261724949e-06,9768,PCLAF
-1.59126347884814,7.39567122723015e-06,1634,DCN
-3.74425409426189,7.39567122723015e-06,10974,ADIRF
1.30620811499706,7.82139869666636e-06,23310,NCAPD3
-2.38110552218893,7.99891962970337e-06,90634,N4BP2L1
3.2100474758409,7.99891962970337e-06,64105,CENPK
-2.10480394826611,7.99891962970337e-06,7107,GPR137B
1.12906973031329,9.56659654429127e-06,27345,KCNMB4
-2.6317985446869,9.63384578095993e-06,23338,JADE2
2.05570390911577,9.71060630222707e-06,3014,H2AFX
2.01948540675609,9.71060630222707e-06,124930,ANKRD13B
0.882631018377923,9.71060630222707e-06,7319,UBE2A
3.49886410555228,9.77135094989373e-06,56992,KIF15
-0.880790821573884,1.02640325593111e-05,1153,CIRBP
-1.42395197907348,1.0639865976575e-05,27086,FOXP1
2.35268724921869,1.06562147421596e-05,1164,CKS2
-2.86993744804372,1.07271991506727e-05,3075,CFH
-1.11880563882519,1.08099417179955e-05,3423,IDS
3.2077164206116,1.08248997171743e-05,79682,CENPU
2.49194930449467,1.2303317193199e-05,6535,SLC6A8
-1.45191348781692,1.2303317193199e-05,51232,CRIM1
1.60054415080994,1.30287688770446e-05,132320,SCLT1
4.12307249682014,1.30287688770446e-05,100507043,TUNAR
3.25652819226154,1.31271085905707e-05,9200,HACD1
2.27085338615674,1.31271085905707e-05,26586,CKAP2
-1.17093044508456,1.34031942960377e-05,220213,OTUD1
-3.44819106621986,1.35234927500579e-05,80303,EFHD1
2.19602351782735,1.35234927500579e-05,2701,GJA4
2.79879831697112,1.37556615779674e-05,23281,MTUS2
4.62275007544821,1.37556615779674e-05,5179,PENK
4.69545246768322,1.43407726663846e-05,3479,IGF1
-1.78334453814047,1.44222274388167e-05,966,CD59
2.87305392011287,1.50865811855676e-05,55771,PRR11
1.55116078241917,1.50912079594304e-05,9212,AURKB
3.16143898860242,1.52869791565835e-05,81610,FAM83D
0.935294520288402,1.54318022782595e-05,23530,NNT
1.4675428583919,1.54318022782595e-05,667,DST
4.16606986910968,1.54318022782595e-05,7070,THY1
1.04362554002095,1.54318022782595e-05,23518,R3HDM1
-4.39861223370857,1.54318022782595e-05,9953,HS3ST3B1
2.69993306905449,1.56060485987197e-05,9424,KCNK6
1.36685581556469,1.66329098669544e-05,3149,HMGB3
3.97955687705916,1.74324679469444e-05,332,BIRC5
1.9383669197794,1.79021254752168e-05,5228,PGF
3.45988083409243,1.8961983704817e-05,79733,E2F8
1.03422316545432,1.93408710485436e-05,788,SLC25A20
1.25797082056999,1.97299524158846e-05,23164,MPRIP
2.43735907982149,1.97299524158846e-05,55355,HJURP
-3.95992207818034,1.99977561934547e-05,100507098,ADAMTS9-AS2
1.29496524789812,2.24692161361942e-05,4957,ODF2
1.61978504496867,2.28211151634411e-05,54622,ARL15
-3.2540943263537,2.28211151634411e-05,378805,LINC-PINT
2.24550005318348,2.32599746557206e-05,10400,PEMT
3.70838885324032,2.34585468655232e-05,94274,PPP1R14A
1.04236161926776,2.39587627628752e-05,94239,H2AFV
3.39627220452206,2.51779067928276e-05,24137,KIF4A
0.927685401143185,2.73689697034737e-05,2135,EXTL2
2.51474155823664,2.75549015191918e-05,10763,NES
1.43955951037572,2.94294637950844e-05,55129,ANO10
1.53231513706753,2.98221419217135e-05,10166,SLC25A15
3.70486296905167,3.08087945972157e-05,80333,KCNIP4
-1.43893271710702,3.12485840474946e-05,152503,SH3D19
1.6486347929891,3.16347066837015e-05,1601,DAB2
-1.13187915039727,3.2872803467801e-05,55893,ZNF395
3.55111948708153,3.28788037428271e-05,5125,PCSK5
1.33989016225252,3.33151350779649e-05,6747,SSR3
-3.32828581446187,3.41309859569092e-05,8660,IRS2
2.69798428454098,3.48471509582522e-05,2729,GCLC
2.50611760776501,3.48471509582522e-05,2146,EZH2
0.853379767973028,3.48471509582522e-05,5591,PRKDC
1.95271588370253,3.48471509582522e-05,23452,ANGPTL2
-1.14998080330392,3.48471509582522e-05,23048,FNBP1
-1.32159090119323,3.50857672104838e-05,1028,CDKN1C
2.6612080876025,3.50857672104838e-05,55789,DEPDC1B
2.41313950803804,3.50857672104838e-05,151246,SGO2
2.62513139846341,3.51293704857947e-05,84879,MFSD2A
2.74788808474552,3.57181055822256e-05,11004,KIF2C
1.95992701196125,3.62905055783798e-05,8395,PIP5K1B
1.68236919452127,3.63080705536431e-05,2237,FEN1
-1.21170350477779,3.64564062142159e-05,8848,TSC22D1
2.13423697158453,3.66054572593139e-05,1894,ECT2
0.782229384264692,3.67243154944197e-05,11014,KDELR2
3.52216841418368,3.70375983430372e-05,81831,NETO2
-1.84822064316081,3.70375983430372e-05,10397,NDRG1
3.71166470870736,3.72451682451737e-05,11082,ESM1
-1.24493726664856,3.84806468658076e-05,1389,CREBL2
-2.03050907132039,3.8541774787056e-05,710,SERPING1
-1.47008671284581,3.8541774787056e-05,10742,RAI2
-1.56099176066253,3.92464737083083e-05,26018,LRIG1
2.60145081392062,3.92464737083083e-05,195828,ZNF367
-0.806168322887417,3.98092186758414e-05,57546,PDP2
1.83979474414535,4.23015068188464e-05,11343,MGLL
1.49322692884847,4.28053042732343e-05,22871,NLGN1
1.00009391425794,4.32280843500467e-05,1786,DNMT1
-1.39686952980213,4.32280843500467e-05,8496,PPFIBP1
0.836873242581213,4.39364792660716e-05,51121,RPL26L1
1.18132516044324,4.41434392581047e-05,1841,DTYMK
1.21488653769097,4.43546761279963e-05,55848,PLGRKT
-1.42509989756446,4.46152681933169e-05,9459,ARHGEF6
4.39951934962984,4.46152681933169e-05,8038,ADAM12
1.94267047309153,4.47382782530574e-05,4131,MAP1B
1.14520185350859,4.52179423898337e-05,8540,AGPS
-2.08194571962158,4.52422392162089e-05,85027,SMIM3
1.64736494207849,4.53063575088014e-05,483,ATP1B3
2.69431935503688,4.53063575088014e-05,64943,NT5DC2
2.17828780581024,4.60363647009282e-05,9134,CCNE2
1.83330815515342,4.74560893091726e-05,51512,GTSE1
-2.12941475633788,4.74560893091726e-05,283,ANG
0.694391905778197,4.90353746445629e-05,57645,POGK
1.39824414477626,5.14995361938888e-05,29927,SEC61A1
1.50624914358948,5.14995361938888e-05,54820,NDE1
2.41799912292515,5.14995361938888e-05,57405,SPC25
1.38704829204591,5.14995361938888e-05,51700,CYB5R2
3.40535267174343,5.23541701660909e-05,56999,ADAMTS9
0.712320431669371,5.29090404677992e-05,10440,TIMM17A
-1.87414869854795,5.38678244283596e-05,6092,ROBO2
-2.73520599866468,5.38678244283596e-05,5648,MASP1
-1.61516123305604,5.49661863060211e-05,11211,FZD10
-1.96017142996037,5.49661863060211e-05,27303,RBMS3
-1.06348878532828,5.51656171232066e-05,55788,LMBRD1
2.29138171544314,5.56497409003146e-05,11339,OIP5
-0.930396748361167,5.59426380921108e-05,23731,TMEM245
1.46506485190731,5.74183457861128e-05,26271,FBXO5
3.60311056864006,5.76046277081945e-05,3549,IHH
-4.41005091524792,5.90689625731997e-05,94234,FOXQ1
2.49469341776384,5.99283848108995e-05,222171,PRR15
1.07055049340391,6.11621204582552e-05,54892,NCAPG2
-2.66981733736774,6.17028096206516e-05,10129,FRY
2.65094922468923,6.17028096206516e-05,5522,PPP2R2C
2.69214676419056,6.17028096206516e-05,2021,ENDOG
-2.63978191114156,6.18507022294655e-05,3486,IGFBP3
-0.748765473387,6.20544689279125e-05,54741,LEPROT
2.30644437986801,6.20544689279125e-05,55215,FANCI
2.24726622621696,6.22202909664295e-05,54478,PIMREG
1.2187436933562,6.34210562127865e-05,4134,MAP4
1.79700815161215,6.43634536429896e-05,55959,SULF2
1.19302801182242,6.5691764558525e-05,55033,FKBP14
1.87845349104651,6.603973318979e-05,3838,KPNA2
-2.63335641100723,6.74247265948901e-05,154091,SLC2A12
-2.28942734147941,6.91506547275797e-05,23492,CBX7
-1.80240410786237,6.93187778818339e-05,258010,SVIP
-0.791294935294443,7.35659274270772e-05,5939,RBMS2
3.63907423100781,7.53476264867021e-05,22987,SV2C
-1.194960772422,7.54574431696837e-05,2308,FOXO1
-1.83677774820783,7.62690719065634e-05,64859,NABP1
0.737372680357905,7.76893449984581e-05,55609,ZNF280C
-1.55594429996924,7.78578509398092e-05,222166,MTURN
1.44456776866313,7.8041412931688e-05,5745,PTH1R
1.41772274439922,7.89327614143257e-05,6491,STIL
-2.03783190556848,7.92407249121388e-05,4217,MAP3K5
0.969678608604549,7.9336078371774e-05,5116,PCNT
0.89732687149545,8.51930146559963e-05,28985,MCTS1
3.64704171940737,8.85308542326e-05,388336,SHISA6
-1.11143745800101,8.92937952788851e-05,84333,PCGF5
2.01530499822545,9.00097569631793e-05,64409,GALNT17
-2.92435259857411,9.00097569631793e-05,7035,TFPI
1.08394019417405,9.04739577638735e-05,9886,RHOBTB1
1.62134636388031,9.08372087863242e-05,166336,PRICKLE2
-2.91075520523775,9.15459013108629e-05,57125,PLXDC1
-2.21110985527415,9.2204809972638e-05,8828,NRP2
1.69958167125092,9.22623464684252e-05,114804,RNF157
2.96468731868453,9.24044505148876e-05,9770,RASSF2
-1.62162386298504,9.28782548095805e-05,51174,TUBD1
2.22605436078889,9.36047257051079e-05,57134,MAN1C1
2.95512015019177,9.38890153513193e-05,11130,ZWINT
-0.676785878795277,9.38890153513193e-05,23077,MYCBP2
-2.9990016871063,9.47903909215141e-05,343450,KCNT2
-2.21568175052992,9.61734308144373e-05,100129482,ZNF37BP
-4.58310960904622,9.68276253775216e-05,1285,COL4A3
0.945377122392863,9.80642792987126e-05,9470,EIF4E2
1.82426596686948,9.81931941356551e-05,79071,ELOVL6
-1.63250043231078,9.83865724409685e-05,85480,TSLP
1.92597835641108,9.86081982021739e-05,23475,QPRT
-0.85488787042687,9.94943606236339e-05,9655,SOCS5
-2.73632030466772,0.000100599334691442,59271,EVA1C
2.10043860151758,0.000108406226096749,84034,EMILIN2
0.959856122742649,0.000108406226096749,57670,KIAA1549
1.63357603895912,0.000109365628748913,4325,MMP16
1.27886760469613,0.000109938400108793,27347,STK39
-2.8160262511723,0.00011101219496115,9595,CYTIP
-0.993714078414877,0.000114357152861307,473,RERE
-3.4119881550071,0.000114357152861307,4306,NR3C2
1.58964934603551,0.000114665338184086,672,BRCA1
1.52432103855061,0.000115119366496186,6591,SNAI2
-1.28871268943122,0.000116307465037386,57326,PBXIP1
0.932674634416959,0.000119249912171013,518,ATP5MC3
1.6221002248639,0.000119249912171013,11230,PRAF2
-0.934505625116161,0.000121796515963074,54629,MINDY2
1.68318886115215,0.000126662136075495,84216,TMEM117
1.40515359368124,0.000126662136075495,1719,DHFR
2.27807994673822,0.000126662136075495,54492,NEURL1B
2.72411860026737,0.000126662136075495,10635,RAD51AP1
1.77539455822421,0.000127358294760822,7468,NSD2
0.973186472981137,0.000127807244748751,10184,LHFPL2
0.765588740741592,0.000128440503351497,58505,OSTC
-0.777566021975316,0.000128931854159765,23243,ANKRD28
1.36921539575803,0.000130892648174,221883,HOXA11-AS
2.21423293510587,0.000131372921997789,9435,CHST2
-1.9505384404048,0.000131372921997789,5627,PROS1
-1.22702013379229,0.000134543262698001,2145,EZH1
-1.21493696549645,0.000134543262698001,8555,CDC14B
3.45092705415407,0.000137438776626528,5727,PTCH1
-2.70899688979458,0.000137438776626528,10154,PLXNC1
1.80101706884129,0.000138323074306031,1804,DPP6
-2.32866895103269,0.000138727201119615,2634,GBP2
0.935472992978241,0.000140191796681255,27148,STK36
3.31742410282889,0.000147447737677603,23627,PRND
2.8440811403595,0.000147447737677603,29128,UHRF1
-0.953930415093474,0.000147447737677603,23011,RAB21
-2.19041308518632,0.000152225270951239,586,BCAT1
-0.923322574270154,0.000152597017069032,6672,SP100
3.17919791260545,0.000154961947656443,26508,HEYL
2.0885153999612,0.000161283734290863,2335,FN1
-2.97522825133006,0.00016130457764162,4982,TNFRSF11B
1.09091675171782,0.000162717109936608,79709,COLGALT1
-1.00588254562368,0.000162717109936608,84133,ZNRF3
-1.79703374070616,0.000166901700199468,153222,CREBRF
0.968237362999773,0.000167879606929521,25941,TPGS2
-2.29144797622642,0.000168270276567561,604,BCL6
-1.67944321528753,0.000168270276567561,79960,JADE1
1.89678898544633,0.000169858582621123,7083,TK1
1.5141466003532,0.000170833002844203,92370,PXYLP1
1.29545686163544,0.000171276582999686,23463,ICMT
3.89535599099844,0.000172237331501197,3488,IGFBP5
2.96875913251331,0.000172998494341266,1382,CRABP2
-1.35565212569356,0.000174951325340516,8934,RAB29
2.88865971782496,0.000176823055863858,135228,CD109
3.20004311612328,0.000176823055863858,1152,CKB
